freq (Hz)	real	complex
0.000000E+0	4.873180E+3	0.000000E+0
2.500000E-1	4.121958E+3	-1.755059E+3
5.000000E-1	2.593070E+3	-2.355324E+3
7.500000E-1	1.495011E+3	-1.950596E+3
1.000000E+0	1.085115E+3	-1.472760E+3
1.250000E+0	7.865369E+2	-1.285150E+3
1.500000E+0	3.237925E+2	-1.031232E+3
1.750000E+0	-9.348457E+0	-5.343560E+2
2.000000E+0	-6.604364E+1	-8.099642E+1
2.250000E+0	-1.076068E+2	1.795422E+2
2.500000E+0	-2.717607E+2	4.769594E+2
2.750000E+0	-3.355976E+2	9.350128E+2
3.000000E+0	-1.584860E+2	1.326834E+3
3.250000E+0	5.956281E+1	1.470659E+3
3.500000E+0	1.162970E+2	1.498237E+3
3.750000E+0	7.034554E+1	1.580932E+3
4.000000E+0	2.657260E+1	1.693813E+3
4.250000E+0	-5.635261E+1	1.791313E+3
4.500000E+0	-2.025638E+2	1.956223E+3
4.750000E+0	-2.970302E+2	2.229521E+3
5.000000E+0	-2.647681E+2	2.493357E+3
5.250000E+0	-1.973228E+2	2.646830E+3
5.500000E+0	-1.971808E+2	2.741909E+3
5.750000E+0	-2.439200E+2	2.858060E+3
6.000000E+0	-2.906121E+2	2.984478E+3
6.250000E+0	-3.572532E+2	3.096554E+3
6.500000E+0	-4.649030E+2	3.224585E+3
6.750000E+0	-5.886182E+2	3.394212E+3
7.000000E+0	-7.109973E+2	3.600691E+3
7.250000E+0	-8.222262E+2	3.858678E+3
7.500000E+0	-8.650488E+2	4.172524E+3
7.750000E+0	-7.902580E+2	4.462579E+3
8.000000E+0	-6.576082E+2	4.631823E+3
8.250000E+0	-5.761910E+2	4.688718E+3
8.500000E+0	-5.784538E+2	4.702907E+3
8.750000E+0	-6.598770E+2	4.696377E+3
9.000000E+0	-8.653462E+2	4.704623E+3
9.250000E+0	-1.180926E+3	4.858860E+3
9.500000E+0	-1.420066E+3	5.223800E+3
9.750000E+0	-1.419936E+3	5.616755E+3
1.000000E+1	-1.306629E+3	5.798053E+3
1.025000E+1	-1.354470E+3	5.811145E+3
1.050000E+1	-1.602640E+3	5.922881E+3
1.075000E+1	-1.824165E+3	6.238639E+3
1.100000E+1	-1.873437E+3	6.592275E+3
1.125000E+1	-1.848162E+3	6.829851E+3
1.150000E+1	-1.878880E+3	6.989828E+3
1.175000E+1	-1.961326E+3	7.158496E+3
1.200000E+1	-2.054165E+3	7.335152E+3
1.225000E+1	-2.174836E+3	7.505376E+3
1.250000E+1	-2.333557E+3	7.703281E+3
1.275000E+1	-2.494938E+3	7.945353E+3
1.300000E+1	-2.643943E+3	8.209338E+3
1.325000E+1	-2.789928E+3	8.498124E+3
1.350000E+1	-2.902503E+3	8.823393E+3
1.375000E+1	-2.949004E+3	9.133713E+3
1.400000E+1	-2.982323E+3	9.367131E+3
1.425000E+1	-3.084779E+3	9.557251E+3
1.450000E+1	-3.250538E+3	9.784703E+3
1.475000E+1	-3.422801E+3	1.006152E+4
1.500000E+1	-3.594061E+3	1.036366E+4
1.525000E+1	-3.763493E+3	1.070964E+4
1.550000E+1	-3.875641E+3	1.109145E+4
1.575000E+1	-3.927261E+3	1.141689E+4
1.600000E+1	-4.039243E+3	1.165614E+4
1.625000E+1	-4.278352E+3	1.194427E+4
1.650000E+1	-4.514244E+3	1.238620E+4
1.675000E+1	-4.613959E+3	1.287226E+4
1.700000E+1	-4.660830E+3	1.325714E+4
1.725000E+1	-4.800620E+3	1.360094E+4
1.750000E+1	-4.992729E+3	1.404401E+4
1.775000E+1	-5.108285E+3	1.456472E+4
1.800000E+1	-5.151839E+3	1.505654E+4
1.825000E+1	-5.194141E+3	1.551589E+4
1.850000E+1	-5.229446E+3	1.596642E+4
1.875000E+1	-5.286569E+3	1.636639E+4
1.900000E+1	-5.479345E+3	1.678874E+4
1.925000E+1	-5.724373E+3	1.745633E+4
1.950000E+1	-5.673839E+3	1.833663E+4
1.975000E+1	-5.239460E+3	1.898310E+4
2.000000E+1	-4.898055E+3	1.914131E+4
2.025000E+1	-5.066128E+3	1.923368E+4
2.050000E+1	-5.439516E+3	1.978591E+4
2.075000E+1	-5.458434E+3	2.062803E+4
2.100000E+1	-5.191867E+3	2.122411E+4
2.125000E+1	-5.140840E+3	2.159451E+4
2.150000E+1	-5.307066E+3	2.223570E+4
2.175000E+1	-5.170819E+3	2.319214E+4
2.200000E+1	-4.608359E+3	2.393802E+4
2.225000E+1	-4.102293E+3	2.427482E+4
2.250000E+1	-3.870012E+3	2.462696E+4
2.275000E+1	-3.485167E+3	2.519208E+4
2.300000E+1	-2.713102E+3	2.546238E+4
2.325000E+1	-2.130340E+3	2.503324E+4
2.350000E+1	-2.397824E+3	2.440515E+4
2.375000E+1	-3.272257E+3	2.443306E+4
2.400000E+1	-3.883160E+3	2.520898E+4
2.425000E+1	-3.868470E+3	2.601023E+4
2.450000E+1	-3.744598E+3	2.633075E+4
2.475000E+1	-4.071415E+3	2.650475E+4
2.500000E+1	-4.659885E+3	2.711082E+4
2.525000E+1	-4.926736E+3	2.808466E+4
2.550000E+1	-4.825912E+3	2.885007E+4
2.575000E+1	-4.920761E+3	2.926291E+4
2.600000E+1	-5.448762E+3	2.986724E+4
2.625000E+1	-5.901635E+3	3.098258E+4
2.650000E+1	-5.913409E+3	3.214124E+4
2.675000E+1	-5.952659E+3	3.296509E+4
2.700000E+1	-6.434569E+3	3.399545E+4
2.725000E+1	-6.717270E+3	3.578151E+4
2.750000E+1	-6.017465E+3	3.765099E+4
2.775000E+1	-4.904543E+3	3.856937E+4
2.800000E+1	-4.582173E+3	3.889684E+4
2.825000E+1	-4.920759E+3	3.988481E+4
2.850000E+1	-4.712680E+3	4.158199E+4
2.875000E+1	-3.809951E+3	4.285820E+4
2.900000E+1	-3.280184E+3	4.353244E+4
2.925000E+1	-3.302717E+3	4.464884E+4
2.950000E+1	-2.819389E+3	4.638194E+4
2.975000E+1	-1.648029E+3	4.763896E+4
3.000000E+1	-9.235492E+2	4.821984E+4
3.025000E+1	-8.704786E+2	4.930881E+4
3.050000E+1	-2.473161E+2	5.116790E+4
3.075000E+1	1.265680E+3	5.250057E+4
3.100000E+1	2.333350E+3	5.291368E+4
3.125000E+1	2.485188E+3	5.375837E+4
3.150000E+1	3.064982E+3	5.557632E+4
3.175000E+1	4.667124E+3	5.705408E+4
3.200000E+1	6.020994E+3	5.757945E+4
3.225000E+1	6.536773E+3	5.839279E+4
3.250000E+1	7.458067E+3	6.003879E+4
3.275000E+1	9.284806E+3	6.123878E+4
3.300000E+1	1.068454E+4	6.153075E+4
3.325000E+1	1.123021E+4	6.231701E+4
3.350000E+1	1.241300E+4	6.399730E+4
3.375000E+1	1.461852E+4	6.498153E+4
3.400000E+1	1.615619E+4	6.489975E+4
3.425000E+1	1.669340E+4	6.556878E+4
3.450000E+1	1.824710E+4	6.728457E+4
3.475000E+1	2.115438E+4	6.774605E+4
3.500000E+1	2.281910E+4	6.642786E+4
3.525000E+1	2.239828E+4	6.611431E+4
3.550000E+1	2.269051E+4	6.798321E+4
3.575000E+1	2.509777E+4	6.935271E+4
3.600000E+1	2.706630E+4	6.875932E+4
3.625000E+1	2.718782E+4	6.872603E+4
3.650000E+1	2.808918E+4	7.057741E+4
3.675000E+1	3.104520E+4	7.146729E+4
3.700000E+1	3.289426E+4	7.011259E+4
3.725000E+1	3.225968E+4	7.008809E+4
3.750000E+1	3.321072E+4	7.300105E+4
3.775000E+1	3.774724E+4	7.426566E+4
3.800000E+1	4.077155E+4	7.137671E+4
3.825000E+1	3.918665E+4	7.005454E+4
3.850000E+1	3.962891E+4	7.429532E+4
3.875000E+1	4.782786E+4	7.635926E+4
3.900000E+1	5.548350E+4	6.751137E+4
3.925000E+1	4.990428E+4	5.491427E+4
3.950000E+1	3.468807E+4	5.481858E+4
3.975000E+1	2.752175E+4	6.907557E+4
4.000000E+1	3.581946E+4	8.157153E+4
4.025000E+1	4.737638E+4	8.111845E+4
4.050000E+1	4.980189E+4	7.542612E+4
4.075000E+1	4.728412E+4	7.617280E+4
4.100000E+1	5.018044E+4	8.125856E+4
4.125000E+1	5.756835E+4	8.134596E+4
4.150000E+1	6.072533E+4	7.635818E+4
4.175000E+1	5.841885E+4	7.442885E+4
4.200000E+1	5.787016E+4	7.797732E+4
4.225000E+1	6.239847E+4	8.108062E+4
4.250000E+1	6.755875E+4	8.005196E+4
4.275000E+1	6.985645E+4	7.800556E+4
4.300000E+1	7.147637E+4	7.788667E+4
4.325000E+1	7.475181E+4	7.799977E+4
4.350000E+1	7.817796E+4	7.649955E+4
4.375000E+1	8.024831E+4	7.485924E+4
4.400000E+1	8.251910E+4	7.439887E+4
4.425000E+1	8.635318E+4	7.343552E+4
4.450000E+1	9.010808E+4	7.032415E+4
4.475000E+1	9.185786E+4	6.631099E+4
4.500000E+1	9.222842E+4	6.323825E+4
4.525000E+1	9.253045E+4	6.087704E+4
4.550000E+1	9.237667E+4	5.850757E+4
4.575000E+1	9.117823E+4	5.704830E+4
4.600000E+1	9.020040E+4	5.752516E+4
4.625000E+1	9.105589E+4	5.887812E+4
4.650000E+1	9.327457E+4	5.924653E+4
4.675000E+1	9.515858E+4	5.856903E+4
4.700000E+1	9.637494E+4	5.827300E+4
4.725000E+1	9.819087E+4	5.888358E+4
4.750000E+1	1.014467E+5	5.931575E+4
4.775000E+1	1.054960E+5	5.841021E+4
4.800000E+1	1.091659E+5	5.617683E+4
4.825000E+1	1.119793E+5	5.341507E+4
4.850000E+1	1.142597E+5	5.069860E+4
4.875000E+1	1.164234E+5	4.795429E+4
4.900000E+1	1.184066E+5	4.486139E+4
4.925000E+1	1.198151E+5	4.146826E+4
4.950000E+1	1.205261E+5	3.822659E+4
4.975000E+1	1.208458E+5	3.544350E+4
5.000000E+1	1.210402E+5	3.307928E+4
5.025000E+1	1.211855E+5	3.115777E+4
5.050000E+1	1.216073E+5	2.978887E+4
5.075000E+1	1.227733E+5	2.857374E+4
5.100000E+1	1.244399E+5	2.676431E+4
5.125000E+1	1.257460E+5	2.441382E+4
5.150000E+1	1.266409E+5	2.245872E+4
5.175000E+1	1.282281E+5	2.106779E+4
5.200000E+1	1.309678E+5	1.896832E+4
5.225000E+1	1.336355E+5	1.528536E+4
5.250000E+1	1.350835E+5	1.093322E+4
5.275000E+1	1.359008E+5	7.016965E+3
5.300000E+1	1.369856E+5	3.009141E+3
5.325000E+1	1.376167E+5	-1.932448E+3
5.350000E+1	1.367316E+5	-6.901706E+3
5.375000E+1	1.352121E+5	-1.049380E+4
5.400000E+1	1.347386E+5	-1.339237E+4
5.425000E+1	1.348833E+5	-1.746045E+4
5.450000E+1	1.336524E+5	-2.257454E+4
5.475000E+1	1.307837E+5	-2.671451E+4
5.500000E+1	1.281262E+5	-2.923664E+4
5.525000E+1	1.265385E+5	-3.165980E+4
5.550000E+1	1.248223E+5	-3.483247E+4
5.575000E+1	1.222731E+5	-3.774221E+4
5.600000E+1	1.198597E+5	-3.985773E+4
