freq (Hz)	magnitude
0.000000E+0	9.912828E-1
2.500000E-1	9.876953E-1
5.000000E-1	9.759676E-1
7.500000E-1	9.521731E-1
1.000000E+0	9.047627E-1
1.250000E+0	8.127301E-1
1.500000E+0	6.373547E-1
1.750000E+0	3.178137E-1
2.000000E+0	2.153888E-2
2.250000E+0	7.509405E-2
2.500000E+0	3.195416E-1
2.750000E+0	6.629401E-1
3.000000E+0	9.129122E-1
3.250000E+0	9.730281E-1
3.500000E+0	8.724410E-1
3.750000E+0	7.847404E-1
4.000000E+0	7.579567E-1
4.250000E+0	7.383753E-1
4.500000E+0	7.414579E-1
4.750000E+0	8.003883E-1
5.000000E+0	8.750958E-1
5.250000E+0	9.008183E-1
5.500000E+0	8.691447E-1
5.750000E+0	8.429581E-1
6.000000E+0	8.476685E-1
6.250000E+0	8.478072E-1
6.500000E+0	8.267220E-1
6.750000E+0	8.208755E-1
7.000000E+0	8.531541E-1
7.250000E+0	9.003897E-1
7.500000E+0	9.303108E-1
7.750000E+0	9.472358E-1
8.000000E+0	9.628205E-1
8.250000E+0	9.597253E-1
8.500000E+0	9.208046E-1
8.750000E+0	8.722668E-1
9.000000E+0	8.509502E-1
9.250000E+0	8.643668E-1
9.500000E+0	8.889140E-1
9.750000E+0	9.036048E-1
1.000000E+1	9.052035E-1
1.025000E+1	8.950620E-1
1.050000E+1	8.853142E-1
1.075000E+1	8.933097E-1
1.100000E+1	9.149502E-1
1.125000E+1	9.294041E-1
1.150000E+1	9.243730E-1
1.175000E+1	9.126079E-1
1.200000E+1	9.090586E-1
1.225000E+1	9.090383E-1
1.250000E+1	9.046080E-1
1.275000E+1	9.026719E-1
1.300000E+1	9.107522E-1
1.325000E+1	9.213870E-1
1.350000E+1	9.247230E-1
1.375000E+1	9.244806E-1
1.400000E+1	9.263748E-1
1.425000E+1	9.251275E-1
1.450000E+1	9.168324E-1
1.475000E+1	9.111891E-1
1.500000E+1	9.154004E-1
1.525000E+1	9.205774E-1
1.550000E+1	9.170616E-1
1.575000E+1	9.115763E-1
1.600000E+1	9.140178E-1
1.625000E+1	9.200475E-1
1.650000E+1	9.195852E-1
1.675000E+1	9.157445E-1
1.700000E+1	9.171434E-1
1.725000E+1	9.221803E-1
1.750000E+1	9.234959E-1
1.775000E+1	9.218894E-1
1.800000E+1	9.221716E-1
1.825000E+1	9.223413E-1
1.850000E+1	9.189357E-1
1.875000E+1	9.154866E-1
1.900000E+1	9.149942E-1
1.925000E+1	9.124480E-1
1.950000E+1	9.059531E-1
1.975000E+1	9.038903E-1
2.000000E+1	9.118178E-1
2.025000E+1	9.205060E-1
2.050000E+1	9.166559E-1
2.075000E+1	9.080667E-1
2.100000E+1	9.090128E-1
2.125000E+1	9.174573E-1
2.150000E+1	9.206438E-1
2.175000E+1	9.186497E-1
2.200000E+1	9.223577E-1
2.225000E+1	9.302887E-1
2.250000E+1	9.273961E-1
2.275000E+1	9.092363E-1
2.300000E+1	8.877689E-1
2.325000E+1	8.693340E-1
2.350000E+1	8.552144E-1
2.375000E+1	8.553215E-1
2.400000E+1	8.762458E-1
2.425000E+1	9.026892E-1
2.450000E+1	9.121032E-1
2.475000E+1	9.036156E-1
