freq (Hz)	magnitude
0.000000E+0	9.822745E-1
2.500000E-1	9.801318E-1
5.000000E-1	9.735241E-1
7.500000E-1	9.626629E-1
1.000000E+0	9.384349E-1
1.250000E+0	8.632936E-1
1.500000E+0	6.696976E-1
1.750000E+0	4.388228E-1
2.000000E+0	7.141635E-1
2.250000E+0	6.260721E-1
2.500000E+0	2.959003E-1
2.750000E+0	3.869469E-1
3.000000E+0	6.366477E-1
3.250000E+0	7.940464E-1
3.500000E+0	7.994354E-1
3.750000E+0	7.817260E-1
4.000000E+0	8.354882E-1
4.250000E+0	8.875273E-1
4.500000E+0	8.757637E-1
4.750000E+0	8.547862E-1
5.000000E+0	8.829239E-1
5.250000E+0	9.218476E-1
5.500000E+0	9.198732E-1
5.750000E+0	8.970554E-1
6.000000E+0	9.001055E-1
6.250000E+0	9.151269E-1
6.500000E+0	9.130113E-1
6.750000E+0	9.045236E-1
7.000000E+0	9.105867E-1
7.250000E+0	9.194273E-1
7.500000E+0	9.135560E-1
7.750000E+0	9.059557E-1
8.000000E+0	9.117114E-1
8.250000E+0	9.145100E-1
8.500000E+0	9.010746E-1
8.750000E+0	8.891608E-1
9.000000E+0	8.946907E-1
9.250000E+0	9.057000E-1
9.500000E+0	9.036203E-1
9.750000E+0	9.012201E-1
1.000000E+1	9.098793E-1
1.025000E+1	9.123890E-1
1.050000E+1	8.972032E-1
1.075000E+1	8.837303E-1
1.100000E+1	8.896072E-1
1.125000E+1	8.973966E-1
1.150000E+1	8.881919E-1
1.175000E+1	8.767299E-1
1.200000E+1	8.831331E-1
1.225000E+1	8.970519E-1
1.250000E+1	8.982744E-1
1.275000E+1	8.924964E-1
1.300000E+1	8.932119E-1
1.325000E+1	8.932917E-1
1.350000E+1	8.844373E-1
1.375000E+1	8.805964E-1
1.400000E+1	8.911809E-1
1.425000E+1	8.985394E-1
1.450000E+1	8.882497E-1
1.475000E+1	8.759712E-1
1.500000E+1	8.795583E-1
1.525000E+1	8.877629E-1
1.550000E+1	8.829856E-1
1.575000E+1	8.767110E-1
1.600000E+1	8.836671E-1
1.625000E+1	8.911764E-1
1.650000E+1	8.819440E-1
1.675000E+1	8.713626E-1
1.700000E+1	8.779133E-1
1.725000E+1	8.898119E-1
1.750000E+1	8.838838E-1
1.775000E+1	8.741242E-1
1.800000E+1	8.826724E-1
1.825000E+1	8.953321E-1
1.850000E+1	8.808122E-1
1.875000E+1	8.515330E-1
1.900000E+1	8.459987E-1
1.925000E+1	8.646661E-1
1.950000E+1	8.747907E-1
1.975000E+1	8.639066E-1
2.000000E+1	8.588660E-1
2.025000E+1	8.686917E-1
2.050000E+1	8.741554E-1
2.075000E+1	8.620359E-1
2.100000E+1	8.520175E-1
2.125000E+1	8.556643E-1
2.150000E+1	8.575293E-1
2.175000E+1	8.500444E-1
2.200000E+1	8.546623E-1
2.225000E+1	8.799184E-1
2.250000E+1	8.993575E-1
2.275000E+1	8.876520E-1
