freq (Hz)	magnitude
0.000000E+0	9.995859E-1
2.500000E-1	9.984172E-1
5.000000E-1	9.900890E-1
7.500000E-1	9.620285E-1
1.000000E+0	9.181559E-1
1.250000E+0	8.696533E-1
1.500000E+0	7.670029E-1
1.750000E+0	5.022475E-1
2.000000E+0	2.487325E-1
2.250000E+0	4.287605E-1
2.500000E+0	7.974856E-1
2.750000E+0	9.035065E-1
3.000000E+0	8.913856E-1
3.250000E+0	8.709468E-1
3.500000E+0	9.174139E-1
3.750000E+0	9.364066E-1
4.000000E+0	9.082640E-1
4.250000E+0	8.800780E-1
4.500000E+0	8.985080E-1
4.750000E+0	9.193287E-1
5.000000E+0	9.110154E-1
5.250000E+0	9.077851E-1
5.500000E+0	9.364131E-1
5.750000E+0	9.626968E-1
6.000000E+0	9.523526E-1
6.250000E+0	9.304024E-1
6.500000E+0	9.363862E-1
6.750000E+0	9.607735E-1
7.000000E+0	9.673857E-1
7.250000E+0	9.518517E-1
7.500000E+0	9.352275E-1
7.750000E+0	9.300013E-1
8.000000E+0	9.252410E-1
8.250000E+0	9.152764E-1
8.500000E+0	9.077508E-1
8.750000E+0	9.097136E-1
9.000000E+0	9.171079E-1
9.250000E+0	9.280649E-1
9.500000E+0	9.507675E-1
9.750000E+0	9.691704E-1
1.000000E+1	9.713957E-1
1.025000E+1	9.614118E-1
1.050000E+1	9.531347E-1
1.075000E+1	9.587162E-1
1.100000E+1	9.659751E-1
1.125000E+1	9.637260E-1
1.150000E+1	9.584285E-1
1.175000E+1	9.632079E-1
1.200000E+1	9.735403E-1
1.225000E+1	9.799743E-1
1.250000E+1	9.797597E-1
1.275000E+1	9.782048E-1
1.300000E+1	9.793439E-1
1.325000E+1	9.818866E-1
1.350000E+1	9.843394E-1
1.375000E+1	9.852562E-1
1.400000E+1	9.830094E-1
1.425000E+1	9.779061E-1
1.450000E+1	9.749515E-1
1.475000E+1	9.772041E-1
1.500000E+1	9.791031E-1
1.525000E+1	9.758228E-1
1.550000E+1	9.701949E-1
1.575000E+1	9.711723E-1
1.600000E+1	9.783231E-1
1.625000E+1	9.837349E-1
1.650000E+1	9.840877E-1
1.675000E+1	9.831536E-1
1.700000E+1	9.843981E-1
1.725000E+1	9.837207E-1
1.750000E+1	9.779021E-1
1.775000E+1	9.727566E-1
1.800000E+1	9.746159E-1
1.825000E+1	9.796748E-1
1.850000E+1	9.772333E-1
1.875000E+1	9.683958E-1
1.900000E+1	9.634380E-1
1.925000E+1	9.666008E-1
1.950000E+1	9.725803E-1
1.975000E+1	9.735382E-1
2.000000E+1	9.725191E-1
2.025000E+1	9.730448E-1
2.050000E+1	9.712885E-1
2.075000E+1	9.651339E-1
2.100000E+1	9.633765E-1
2.125000E+1	9.701002E-1
2.150000E+1	9.784201E-1
2.175000E+1	9.755435E-1
2.200000E+1	9.632627E-1
2.225000E+1	9.544742E-1
2.250000E+1	9.479335E-1
2.275000E+1	9.316039E-1
2.300000E+1	9.111084E-1
2.325000E+1	9.030505E-1
2.350000E+1	9.108589E-1
2.375000E+1	9.212922E-1
2.400000E+1	9.184613E-1
2.425000E+1	9.122717E-1
2.450000E+1	9.231514E-1
2.475000E+1	9.489800E-1
2.500000E+1	9.638068E-1
2.525000E+1	9.592800E-1
2.550000E+1	9.530945E-1
2.575000E+1	9.550295E-1
2.600000E+1	9.571708E-1
2.625000E+1	9.592478E-1
2.650000E+1	9.690039E-1
2.675000E+1	9.787442E-1
2.700000E+1	9.693931E-1
2.725000E+1	9.480345E-1
2.750000E+1	9.391237E-1
2.775000E+1	9.515698E-1
2.800000E+1	9.669173E-1
2.825000E+1	9.670950E-1
2.850000E+1	9.611816E-1
2.875000E+1	9.647302E-1
2.900000E+1	9.725517E-1
2.925000E+1	9.724748E-1
2.950000E+1	9.680022E-1
2.975000E+1	9.702474E-1
3.000000E+1	9.770472E-1
3.025000E+1	9.784877E-1
3.050000E+1	9.748597E-1
3.075000E+1	9.748894E-1
3.100000E+1	9.792704E-1
3.125000E+1	9.808432E-1
3.150000E+1	9.787303E-1
3.175000E+1	9.791952E-1
3.200000E+1	9.829448E-1
3.225000E+1	9.843167E-1
3.250000E+1	9.823853E-1
3.275000E+1	9.829872E-1
3.300000E+1	9.872169E-1
3.325000E+1	9.895219E-1
3.350000E+1	9.876025E-1
3.375000E+1	9.866673E-1
3.400000E+1	9.899984E-1
3.425000E+1	9.933138E-1
3.450000E+1	9.928475E-1
3.475000E+1	9.909755E-1
3.500000E+1	9.916450E-1
3.525000E+1	9.934869E-1
3.550000E+1	9.933743E-1
3.575000E+1	9.920378E-1
3.600000E+1	9.922374E-1
3.625000E+1	9.932988E-1
3.650000E+1	9.931946E-1
3.675000E+1	9.926233E-1
3.700000E+1	9.940239E-1
3.725000E+1	9.965018E-1
3.750000E+1	9.966852E-1
3.775000E+1	9.933922E-1
3.800000E+1	9.914669E-1
3.825000E+1	9.941291E-1
3.850000E+1	9.962018E-1
3.875000E+1	9.821939E-1
3.900000E+1	9.536067E-1
3.925000E+1	9.274963E-1
3.950000E+1	9.067399E-1
3.975000E+1	9.004092E-1
4.000000E+1	9.342926E-1
4.025000E+1	9.831966E-1
4.050000E+1	9.992137E-1
4.075000E+1	9.965311E-1
4.100000E+1	9.942614E-1
4.125000E+1	9.970159E-1
4.150000E+1	9.976770E-1
4.175000E+1	9.945242E-1
4.200000E+1	9.929247E-1
4.225000E+1	9.952698E-1
4.250000E+1	9.965215E-1
4.275000E+1	9.939481E-1
4.300000E+1	9.912940E-1
4.325000E+1	9.925619E-1
4.350000E+1	9.960220E-1
4.375000E+1	9.976760E-1
4.400000E+1	9.972377E-1
4.425000E+1	9.965559E-1
4.450000E+1	9.961318E-1
4.475000E+1	9.950320E-1
4.500000E+1	9.935530E-1
