freq (Hz)	real	complex
0.000000E+0	2.877617E+3	0.000000E+0
2.500000E-1	2.463095E+3	-8.613913E+2
5.000000E-1	1.744265E+3	-1.036458E+3
7.500000E-1	1.450690E+3	-8.523668E+2
1.000000E+0	1.380995E+3	-1.002518E+3
1.250000E+0	8.470551E+2	-1.331861E+3
1.500000E+0	-5.940800E+1	-1.078286E+3
1.750000E+0	-4.929798E+2	-1.698680E+2
2.000000E+0	-1.440381E+2	5.634020E+2
2.250000E+0	3.029766E+2	6.066473E+2
2.500000E+0	2.405594E+2	4.365448E+2
2.750000E+0	-3.218754E+1	6.478648E+2
3.000000E+0	2.459194E+1	1.047482E+3
3.250000E+0	2.686835E+2	1.138395E+3
3.500000E+0	2.164324E+2	1.031478E+3
3.750000E+0	-5.925096E+1	1.219829E+3
4.000000E+0	-4.873780E+1	1.689693E+3
4.250000E+0	3.178346E+2	1.930028E+3
4.500000E+0	5.653784E+2	1.778461E+3
4.750000E+0	4.628163E+2	1.633072E+3
5.000000E+0	3.164710E+2	1.742327E+3
5.250000E+0	3.435989E+2	1.864965E+3
5.500000E+0	3.156316E+2	1.829339E+3
5.750000E+0	8.011679E+1	1.895403E+3
6.000000E+0	-6.036427E+1	2.242828E+3
6.250000E+0	1.392039E+2	2.547620E+3
6.500000E+0	3.689659E+2	2.484376E+3
6.750000E+0	2.275847E+2	2.316391E+3
7.000000E+0	-9.264783E+1	2.508104E+3
7.250000E+0	-8.057997E+1	2.959855E+3
7.500000E+0	2.785971E+2	3.139084E+3
7.750000E+0	4.717768E+2	2.902407E+3
8.000000E+0	2.352849E+2	2.691592E+3
8.250000E+0	-1.052706E+2	2.852552E+3
8.500000E+0	-1.797449E+2	3.193589E+3
8.750000E+0	-6.196467E+1	3.376014E+3
9.000000E+0	-2.539487E+1	3.394443E+3
9.250000E+0	-1.131297E+2	3.450311E+3
9.500000E+0	-1.847314E+2	3.594713E+3
9.750000E+0	-1.964782E+2	3.732631E+3
1.000000E+1	-2.106620E+2	3.834830E+3
1.025000E+1	-2.373596E+2	3.941462E+3
1.050000E+1	-2.469570E+2	4.041369E+3
1.075000E+1	-2.679787E+2	4.104313E+3
1.100000E+1	-3.361876E+2	4.167347E+3
1.125000E+1	-4.122049E+2	4.268046E+3
1.150000E+1	-4.623162E+2	4.361345E+3
1.175000E+1	-5.475542E+2	4.414474E+3
1.200000E+1	-7.146852E+2	4.510407E+3
1.225000E+1	-8.664007E+2	4.729195E+3
1.250000E+1	-8.771930E+2	4.979725E+3
1.275000E+1	-8.064377E+2	5.091918E+3
1.300000E+1	-8.557014E+2	5.070153E+3
1.325000E+1	-1.092934E+3	5.124684E+3
1.350000E+1	-1.330461E+3	5.403955E+3
1.375000E+1	-1.345725E+3	5.779705E+3
1.400000E+1	-1.173333E+3	5.980688E+3
1.425000E+1	-1.090718E+3	5.927936E+3
1.450000E+1	-1.287238E+3	5.855714E+3
1.475000E+1	-1.614160E+3	6.037142E+3
1.500000E+1	-1.757021E+3	6.433854E+3
1.525000E+1	-1.640530E+3	6.737651E+3
1.550000E+1	-1.523475E+3	6.777106E+3
1.575000E+1	-1.638818E+3	6.731564E+3
1.600000E+1	-1.896121E+3	6.851758E+3
1.625000E+1	-2.067389E+3	7.122916E+3
1.650000E+1	-2.121079E+3	7.365573E+3
1.675000E+1	-2.180625E+3	7.535857E+3
1.700000E+1	-2.271644E+3	7.708193E+3
1.725000E+1	-2.350876E+3	7.865195E+3
1.750000E+1	-2.494597E+3	7.966618E+3
1.775000E+1	-2.774871E+3	8.147621E+3
1.800000E+1	-3.017270E+3	8.541518E+3
1.825000E+1	-3.016577E+3	8.964712E+3
1.850000E+1	-2.943653E+3	9.148681E+3
1.875000E+1	-3.119165E+3	9.249720E+3
1.900000E+1	-3.391092E+3	9.647757E+3
1.925000E+1	-3.288844E+3	1.019623E+4
1.950000E+1	-2.919859E+3	1.029446E+4
1.975000E+1	-3.034141E+3	9.943127E+3
2.000000E+1	-3.819163E+3	1.001949E+4
2.025000E+1	-4.334014E+3	1.096593E+4
2.050000E+1	-3.847604E+3	1.186447E+4
2.075000E+1	-3.166841E+3	1.169277E+4
2.100000E+1	-3.591108E+3	1.106402E+4
2.125000E+1	-4.789619E+3	1.153085E+4
2.150000E+1	-5.005661E+3	1.315361E+4
2.175000E+1	-3.669006E+3	1.407857E+4
2.200000E+1	-2.545803E+3	1.314126E+4
2.225000E+1	-3.388740E+3	1.178105E+4
2.250000E+1	-5.316856E+3	1.221559E+4
2.275000E+1	-5.865220E+3	1.428283E+4
2.300000E+1	-4.416605E+3	1.553070E+4
2.325000E+1	-3.152084E+3	1.459682E+4
2.350000E+1	-4.065492E+3	1.315923E+4
2.375000E+1	-6.170185E+3	1.365871E+4
2.400000E+1	-6.822920E+3	1.592135E+4
2.425000E+1	-5.354793E+3	1.738253E+4
2.450000E+1	-3.970708E+3	1.660731E+4
2.475000E+1	-4.687875E+3	1.520716E+4
2.500000E+1	-6.622056E+3	1.551838E+4
2.525000E+1	-7.395916E+3	1.738524E+4
2.550000E+1	-6.547159E+3	1.860347E+4
2.575000E+1	-5.997634E+3	1.824243E+4
2.600000E+1	-7.030638E+3	1.791073E+4
2.625000E+1	-8.366796E+3	1.918476E+4
2.650000E+1	-8.170196E+3	2.116397E+4
2.675000E+1	-6.869848E+3	2.181009E+4
2.700000E+1	-6.580601E+3	2.096986E+4
2.725000E+1	-8.108889E+3	2.061558E+4
2.750000E+1	-9.913118E+3	2.215942E+4
2.775000E+1	-1.019193E+4	2.475756E+4
2.800000E+1	-8.961122E+3	2.657436E+4
2.825000E+1	-7.705469E+3	2.687067E+4
2.850000E+1	-7.663174E+3	2.648802E+4
2.875000E+1	-8.755451E+3	2.681094E+4
2.900000E+1	-9.789524E+3	2.845381E+4
2.925000E+1	-9.664618E+3	3.063904E+4
2.950000E+1	-8.677844E+3	3.201777E+4
2.975000E+1	-8.257908E+3	3.245552E+4
3.000000E+1	-8.903493E+3	3.339068E+4
3.025000E+1	-9.189158E+3	3.566561E+4
3.050000E+1	-7.905953E+3	3.790576E+4
3.075000E+1	-6.298226E+3	3.850503E+4
3.100000E+1	-6.376556E+3	3.845466E+4
3.125000E+1	-7.563664E+3	4.011657E+4
