freq (Hz)	magnitude
0.000000E+0	9.824182E-1
2.500000E-1	9.809157E-1
5.000000E-1	9.736308E-1
7.500000E-1	9.472713E-1
1.000000E+0	9.061839E-1
1.250000E+0	8.983141E-1
1.500000E+0	8.282933E-1
1.750000E+0	3.621457E-1
2.000000E+0	5.036842E-1
2.250000E+0	6.468759E-1
2.500000E+0	6.133505E-1
2.750000E+0	8.208558E-1
3.000000E+0	9.047159E-1
3.250000E+0	9.327766E-1
3.500000E+0	9.269291E-1
3.750000E+0	9.299434E-1
4.000000E+0	9.466374E-1
4.250000E+0	9.625615E-1
4.500000E+0	9.605313E-1
4.750000E+0	9.495439E-1
5.000000E+0	9.494748E-1
5.250000E+0	9.582978E-1
5.500000E+0	9.647022E-1
5.750000E+0	9.639955E-1
6.000000E+0	9.634613E-1
6.250000E+0	9.657721E-1
6.500000E+0	9.670108E-1
6.750000E+0	9.666239E-1
7.000000E+0	9.689071E-1
7.250000E+0	9.735752E-1
7.500000E+0	9.741626E-1
7.750000E+0	9.702200E-1
8.000000E+0	9.685092E-1
8.250000E+0	9.710501E-1
8.500000E+0	9.733810E-1
8.750000E+0	9.725454E-1
9.000000E+0	9.718091E-1
9.250000E+0	9.729003E-1
9.500000E+0	9.733619E-1
9.750000E+0	9.721761E-1
1.000000E+1	9.722169E-1
1.025000E+1	9.746159E-1
1.050000E+1	9.758871E-1
1.075000E+1	9.743183E-1
1.100000E+1	9.729629E-1
1.125000E+1	9.739954E-1
1.150000E+1	9.752350E-1
1.175000E+1	9.745276E-1
1.200000E+1	9.736191E-1
1.225000E+1	9.742336E-1
1.250000E+1	9.751178E-1
1.275000E+1	9.748141E-1
1.300000E+1	9.745418E-1
1.325000E+1	9.753469E-1
1.350000E+1	9.759163E-1
1.375000E+1	9.755130E-1
1.400000E+1	9.757268E-1
1.425000E+1	9.771578E-1
1.450000E+1	9.775219E-1
1.475000E+1	9.759634E-1
1.500000E+1	9.752297E-1
1.525000E+1	9.772028E-1
1.550000E+1	9.792451E-1
1.575000E+1	9.784211E-1
1.600000E+1	9.766549E-1
1.625000E+1	9.767915E-1
1.650000E+1	9.781401E-1
1.675000E+1	9.780847E-1
1.700000E+1	9.773363E-1
1.725000E+1	9.782117E-1
1.750000E+1	9.798203E-1
1.775000E+1	9.794078E-1
1.800000E+1	9.779273E-1
1.825000E+1	9.785130E-1
1.850000E+1	9.806883E-1
1.875000E+1	9.799259E-1
1.900000E+1	9.755627E-1
1.925000E+1	9.724015E-1
1.950000E+1	9.755261E-1
1.975000E+1	9.820822E-1
2.000000E+1	9.853957E-1
2.025000E+1	9.837423E-1
2.050000E+1	9.796690E-1
2.075000E+1	9.771396E-1
2.100000E+1	9.780375E-1
2.125000E+1	9.819441E-1
2.150000E+1	9.860582E-1
2.175000E+1	9.858907E-1
2.200000E+1	9.817791E-1
2.225000E+1	9.792975E-1
2.250000E+1	9.817594E-1
2.275000E+1	9.841286E-1
2.300000E+1	9.784553E-1
2.325000E+1	9.684927E-1
2.350000E+1	9.655629E-1
2.375000E+1	9.732993E-1
2.400000E+1	9.834272E-1
2.425000E+1	9.847845E-1
2.450000E+1	9.804990E-1
2.475000E+1	9.806683E-1
2.500000E+1	9.847975E-1
2.525000E+1	9.856447E-1
2.550000E+1	9.824624E-1
2.575000E+1	9.820079E-1
2.600000E+1	9.849160E-1
2.625000E+1	9.863764E-1
2.650000E+1	9.857652E-1
2.675000E+1	9.877337E-1
2.700000E+1	9.913969E-1
2.725000E+1	9.900215E-1
2.750000E+1	9.814636E-1
2.775000E+1	9.757169E-1
2.800000E+1	9.792571E-1
2.825000E+1	9.858425E-1
2.850000E+1	9.873394E-1
2.875000E+1	9.847433E-1
2.900000E+1	9.843218E-1
2.925000E+1	9.870284E-1
2.950000E+1	9.887111E-1
2.975000E+1	9.881231E-1
3.000000E+1	9.881137E-1
3.025000E+1	9.896047E-1
3.050000E+1	9.903836E-1
3.075000E+1	9.897183E-1
3.100000E+1	9.895750E-1
3.125000E+1	9.907234E-1
3.150000E+1	9.916141E-1
3.175000E+1	9.915869E-1
3.200000E+1	9.919295E-1
3.225000E+1	9.930461E-1
3.250000E+1	9.935311E-1
3.275000E+1	9.930227E-1
3.300000E+1	9.930081E-1
3.325000E+1	9.941548E-1
3.350000E+1	9.951369E-1
3.375000E+1	9.950679E-1
3.400000E+1	9.948584E-1
3.425000E+1	9.951841E-1
3.450000E+1	9.954060E-1
3.475000E+1	9.952382E-1
3.500000E+1	9.954759E-1
3.525000E+1	9.962135E-1
3.550000E+1	9.961508E-1
3.575000E+1	9.951681E-1
3.600000E+1	9.950306E-1
3.625000E+1	9.962209E-1
3.650000E+1	9.965497E-1
3.675000E+1	9.948931E-1
3.700000E+1	9.937250E-1
3.725000E+1	9.949418E-1
3.750000E+1	9.959885E-1
3.775000E+1	9.938945E-1
3.800000E+1	9.915558E-1
3.825000E+1	9.931306E-1
3.850000E+1	9.940777E-1
3.875000E+1	9.835597E-1
3.900000E+1	9.610952E-1
3.925000E+1	9.307439E-1
3.950000E+1	9.114046E-1
3.975000E+1	9.419550E-1
4.000000E+1	9.818017E-1
4.025000E+1	9.943254E-1
